"","coordinates_lat","coordinates_lon","date","zipCode"
"5225",54.845757,11.140926,1994-08-18,4900
"5226",55.483406,9.305175,1999-04-11,6640
"5227",57.063404,9.915016,2016-05-23,9400
"5228",55.70727,9.554181,2020-12-08,7100
"5229",55.8419,11.503768,1997-10-03,4550
"5230",55.646805,12.55528,2010-09-01,2450
"5231",57.013046,9.98127,2019-10-22,9220
"5232",55.868412,12.238296,2021-11-14,3550
"5233",54.994774,9.863373,2010-10-27,6430
"5234",55.644558,12.285722,2000-01-21,2630
"5235",56.17796,10.5332365,2000-08-21,8420
"5236",56.599293,8.733275,2001-05-03,7860
"5237",56.89273,8.523778,1995-04-12,7752
"5238",55.743446,12.100959,2020-06-17,4040
"5239",55.97823,12.400892,2004-01-18,3480
"5240",56.64667,9.971765,2001-06-16,9550
"5241",55.092724,12.151429,2003-10-09,4720
"5242",55.657536,12.510965,2008-10-30,2500
"5243",56.85232,8.781204,2022-05-30,7950
"5244",54.69832,11.627687,2003-08-11,4894
"5245",55.655277,12.610435,2004-01-30,2300
"5246",55.641144,11.9583025,2003-08-11,4000
"5247",55.65059,12.274804,2000-03-14,2630
"5248",56.51183,10.533225,1992-10-01,8961
"5249",55.81716,12.485893,2008-01-18,2840
"5250",55.862007,11.54637,2015-09-29,4560
"5251",56.415752,10.475295,2024-12-15,8550
"5252",55.690796,11.044803,1995-07-05,4400
"5253",55.57406,8.668685,2009-01-21,6818
"5254",56.039474,9.920588,2012-02-24,8660
"5255",55.395897,10.374819,1993-12-21,5000
"5256",55.814075,12.345582,1992-05-25,3520
"5257",55.66403,12.4105,2002-08-14,2600
"5258",56.146797,10.001101,2020-12-07,8462
"5259",55.365147,12.019743,2004-02-26,4690
"5260",55.878216,12.490885,2021-11-03,2970
"5261",55.845787,12.44741,1995-11-27,3460
"5262",55.546963,9.694951,2007-06-19,7000
"5263",54.67662,11.763729,1996-07-17,4880
"5264",55.377525,9.602798,2014-07-18,6094
"5265",55.956306,11.435965,1998-05-08,4583
"5266",56.217224,10.731967,1998-01-18,8400
"5267",55.4061,11.3394985,1996-07-04,4200
"5268",55.13981,9.487011,2008-12-12,6100
"5269",55.204865,14.723234,2021-02-22,3790
"5270",57.41473,10.522843,1995-03-30,9900
"5271",57.219296,9.675938,2021-09-24,9490
"5272",55.56102,10.465867,1993-12-07,5450
"5273",55.73785,11.72173,2011-04-15,4300
"5274",55.387726,10.383448,2010-02-08,5230
"5275",55.684475,12.489528,1995-10-15,2720
"5276",56.12251,10.196806,2020-01-23,8270
"5277",56.45947,9.412317,1997-07-04,8800
"5278",55.96428,12.516787,2021-02-24,3050
"5279",56.69342,9.973191,2013-04-12,9500
"5280",56.198532,10.199882,1997-11-13,8240
"5281",55.689022,9.244761,1993-10-13,7183
"5282",55.913788,12.502632,2015-06-26,2980
"5283",55.61503,8.332175,2004-12-30,6852
"5284",56.10314,10.2195015,2011-03-04,8270
"5285",56.035217,12.600475,1995-01-24,3000
"5286",55.730843,12.576683,1996-05-23,2900
"5287",56.54031,9.368969,2015-11-17,8832
"5288",55.42182,11.562829,1992-10-21,4180
"5289",56.36557,8.625883,2022-03-23,7500
"5290",55.659378,9.495979,1994-11-29,7100
"5291",55.742146,12.576003,2020-11-06,2900
"5292",55.78661,12.366794,1997-05-18,3500
"5293",55.466866,8.461642,2021-01-26,6700
"5294",55.46763,11.940072,2004-02-11,4140
"5295",55.63602,9.699956,2010-03-23,7080
"5296",55.310417,12.050175,2015-11-29,4690
"5297",56.47576,8.777182,2012-11-28,7830
"5298",56.274113,9.663157,2001-05-17,8882
"5299",56.062565,9.11354,2017-06-08,7400
"5300",55.35026,8.791861,2009-02-03,6760
"5301",55.40924,11.38509,2006-03-28,4200
"5302",55.52058,9.457611,2001-10-08,6000
"5303",55.475403,8.438661,1993-08-31,6700
"5304",55.53838,9.060206,1999-07-26,6600
"5305",54.8915,11.880861,2016-08-23,4840
"5306",55.255596,11.879455,2008-02-12,4684
"5307",55.351376,10.543716,2019-05-21,5220
"5308",55.814426,12.373222,2004-12-02,3520
"5309",55.864254,8.178513,2021-04-17,6960
"5310",55.4749,8.450545,2012-02-21,6700
"5311",55.75372,8.9132595,2004-04-22,7200
"5312",55.255962,12.37429,1999-11-22,4673
"5313",55.720894,9.510089,1992-11-25,7100
"5314",57.721558,10.587463,2006-12-29,9990
"5315",54.93162,9.254825,2020-03-13,6360
"5316",56.0631,10.215431,2022-02-08,8330
"5317",55.72382,11.458966,2015-07-17,4520
"5318",56.161865,9.192914,2002-01-21,7441
"5319",55.690804,12.5745325,2019-06-07,2100
"5320",55.17692,11.974833,1997-10-16,4733
"5321",55.528584,8.403115,2023-06-14,6710
"5322",56.248604,10.244589,2008-05-08,8520
"5323",55.488018,9.739398,1995-04-05,5500
"5324",56.038216,10.082061,2008-03-30,8355
"5325",56.006332,10.210784,2007-08-22,8300
"5326",56.030895,12.599772,2007-01-31,3000
"5327",54.87204,11.407453,2014-09-16,4952
"5328",55.86753,9.9064455,1999-11-15,8700
"5329",56.16876,10.415357,2016-06-17,8420
"5330",56.452137,9.396511,2002-04-29,8800
"5331",55.815483,11.496924,1994-05-19,4550
"5332",57.271103,9.953201,2000-06-02,9700
"5333",55.686565,12.506417,2009-07-17,2000
"5334",56.145943,10.190641,2005-10-31,8000
"5335",55.39291,10.406485,1995-03-06,5000
"5336",55.662518,12.573815,2004-12-21,2300
"5337",56.172302,8.920395,2022-12-21,7400
"5338",55.343464,11.128545,2022-08-01,4220
"5339",55.555782,8.143841,2023-08-02,6857
"5340",55.626846,12.420505,2007-06-12,2660
"5341",55.711056,8.744505,2002-05-27,6823
"5342",56.100494,9.209818,2010-05-31,7430
"5343",55.759407,8.367381,2007-01-22,6830
"5344",55.83834,9.529318,1995-10-31,7160
"5345",56.150253,10.088114,1999-02-17,8220
"5346",55.684452,12.484244,2001-01-18,2720
"5347",55.74908,12.494547,2006-03-01,2860
"5348",55.122852,8.808712,1996-05-22,6780
"5349",55.660877,12.613592,2020-06-05,2300
"5350",55.515938,9.855157,2003-10-10,5500
"5351",56.162083,10.200666,2020-11-10,8000
"5352",57.057026,9.929579,2016-03-17,9400
"5353",56.3172,8.427562,2005-10-03,7500
"5354",57.211273,10.159657,2016-01-19,9320
"5355",57.111546,9.4882145,2005-08-23,9460
"5356",55.48746,9.740698,1996-02-21,5500
"5357",55.72826,11.544262,1996-02-26,4532
"5358",56.12157,12.252282,1999-07-05,3250
"5359",55.945923,12.25855,2010-09-15,3400
"5360",55.41325,9.592367,2016-07-09,6093
"5361",55.747135,12.459503,2024-03-27,2880
"5362",55.966164,12.525379,2013-08-12,3050
"5363",57.4283,10.521337,1998-04-28,9900
"5364",56.508003,10.468227,2016-08-15,8961
"5365",56.207054,10.1335945,2017-02-01,8200
"5366",57.387974,10.118325,2000-11-24,9830
"5367",55.32719,11.96776,2003-11-11,4690
"5368",55.804012,11.642118,2004-05-01,4571
"5369",55.86198,12.50382,2017-02-10,2970
"5370",55.209137,11.764769,2001-03-06,4700
"5371",56.08605,12.426671,2019-11-01,3100
"5372",55.591473,12.338979,1998-10-01,2670
"5373",55.07536,9.248884,2025-02-20,6230
"5374",55.409187,11.378165,2021-06-14,4200
"5375",55.711544,11.301865,2001-04-18,4593
"5376",55.653057,11.508543,1997-03-20,4440
"5377",56.135128,9.607048,1996-09-25,8600
"5378",55.035053,15.1042185,2010-04-25,3730
"5379",56.131508,9.136799,1998-05-31,7430
"5380",57.08844,8.9949045,2015-10-31,7741
"5381",54.748516,11.778,2019-09-17,4891
"5382",55.84124,12.393045,2015-11-05,3460
"5383",56.40345,8.320391,2004-08-20,7660
"5384",55.76476,12.498993,1998-12-13,2800
"5385",56.12637,12.295602,2011-07-19,3250
"5386",56.438812,9.384501,2016-11-30,8800
"5387",56.872025,9.383705,1999-07-05,9640
"5388",55.065933,10.499325,2005-08-11,5762
"5389",56.243153,10.241392,2005-01-27,8520
"5390",55.407627,9.377831,2018-07-23,6580
"5391",55.46438,8.460921,2016-03-01,6700
"5392",55.338707,10.444729,2015-09-11,5260
"5393",55.82408,11.401084,2000-07-15,4540
"5394",55.64723,12.498113,1996-05-30,2500
"5395",55.75055,12.101606,2005-03-23,4040
"5396",56.123688,8.505192,1994-11-08,6971
"5397",56.082237,9.78702,2008-03-24,8680
"5398",54.89524,9.631108,2023-05-07,6320
"5399",55.39103,9.038884,2023-06-30,6630
"5400",56.484303,10.445188,2011-01-03,8961
"5401",57.056206,9.280593,2024-10-04,9690
"5402",56.154636,9.079751,2005-04-19,7400
"5403",56.772686,9.867953,1998-04-16,9510
"5404",57.010727,9.88319,2020-06-10,9200
"5405",55.69332,12.531176,2023-06-18,2000
"5406",55.90981,11.528927,2000-12-22,4573
"5407",55.43954,12.158246,1994-06-27,4600
"5408",57.062813,9.910241,2017-09-25,9400
"5409",55.640823,12.0762205,2017-12-29,4000
"5410",55.760868,8.36866,1997-04-14,6830
"5411",56.128456,8.134891,2004-02-27,6950
"5412",55.434456,11.560848,2003-08-30,4180
"5413",56.95223,8.37557,2018-02-19,7700
"5414",56.36079,10.598623,2010-01-20,8560
"5415",57.72978,10.5977955,2003-11-26,9990
"5416",55.80549,11.647166,2002-08-19,4571
"5417",56.1532,9.473372,2024-03-18,8600
"5418",56.174454,10.215256,1998-01-13,8200
"5419",57.059784,9.92633,2022-01-27,9400
"5420",55.764107,12.40403,2018-11-18,3500
"5421",55.866207,12.238142,1995-08-29,3550
"5422",56.15013,9.002512,2017-04-19,7400
"5423",56.20232,10.472149,1994-03-13,8420
"5424",55.433475,9.55736,1999-06-23,6091
"5425",55.07443,10.621462,2021-04-17,5700
"5426",56.140408,9.06077,2004-12-04,7400
"5427",55.92451,10.246111,2010-12-15,8300
"5428",55.31899,12.379305,2016-10-18,4660
"5429",55.903027,12.052202,2002-12-22,3310
"5430",56.45608,9.397958,1999-08-12,8800
"5431",55.965794,11.855681,2013-12-18,3390
"5432",56.799946,9.52651,1994-06-17,9600
"5433",55.935337,9.136727,2019-06-07,7330
"5434",55.510098,9.514169,2004-10-11,6000
"5435",55.96198,11.75387,2016-06-01,4581
"5436",57.159126,10.105772,2015-09-07,9320
"5437",55.84708,9.833928,1993-06-15,8700
"5438",55.848446,12.440921,2022-06-05,3460
"5439",55.6584,12.562331,2017-08-23,2450
"5440",55.33948,10.30664,1992-09-11,5250
"5441",56.431435,9.1776085,1995-11-17,8800
"5442",56.267044,10.296161,2013-05-07,8541
"5443",55.52178,9.719625,1993-10-18,7000
"5444",55.64982,12.212033,2015-10-12,2640
"5445",56.48275,8.601896,2005-08-21,7600
"5446",56.95494,8.71267,2023-06-03,7700
"5447",55.63774,12.486151,2019-04-10,2650
"5448",56.820175,9.747219,1995-11-27,9520
"5449",54.891556,9.559415,1999-09-09,6300
"5450",56.118347,10.16668,2008-11-10,8270
"5451",55.928215,8.166433,2012-03-22,6960
"5452",56.451103,9.453547,2016-02-11,8800
"5453",54.69394,11.384555,2006-08-07,4970
"5454",56.759487,8.880291,2019-07-09,7870
"5455",55.682495,12.485151,2001-07-06,2720
"5456",55.898663,12.0523815,2001-01-10,3310
"5457",56.572834,9.033792,1998-02-05,7800
"5458",55.404564,11.344158,2013-03-15,4200
"5459",55.573093,12.217058,2012-06-27,2690
"5460",55.74364,8.176767,2001-12-26,6854
"5461",55.60595,8.483254,2004-05-21,6800
"5462",56.197403,10.190292,2007-12-06,8200
"5463",55.082794,12.160933,2005-10-14,4720
"5464",56.288147,9.678333,2017-09-01,8882
"5465",54.752872,10.724101,2023-06-21,5935
"5466",55.6532,12.29504,2005-11-11,2630
"5467",55.33523,10.351925,2012-09-11,5260
"5468",55.712067,12.5608635,2007-06-26,2100
"5469",55.812523,9.958043,2014-09-12,7130
"5470",55.42729,8.379594,1992-11-14,6720
"5471",55.99644,11.936682,2005-08-30,3390
"5472",54.91989,9.599689,2010-08-25,6300
"5473",56.17708,10.212735,2021-05-20,8200
"5474",55.768764,9.684017,2017-08-19,8722
"5475",57.479385,9.988535,2020-09-25,9800
"5476",55.7264,9.605257,2002-07-08,7120
"5477",57.159798,9.755158,2004-07-29,9440
"5478",55.856297,12.56418,2020-06-16,2950
"5479",56.136017,10.17939,2024-03-19,8260
"5480",55.358215,9.589024,2018-04-15,6094
"5481",56.706867,10.041882,2001-08-09,9560
"5482",55.866943,9.025933,2023-12-01,7330
"5483",56.58714,9.223476,2007-10-19,7840
"5484",55.54272,12.21586,2002-03-21,2680
"5485",55.69283,12.531984,2021-04-07,2000
"5486",55.70954,12.56228,2004-03-05,2100
"5487",55.662518,12.5169,2002-10-23,2500
"5488",56.59498,9.934793,2006-04-05,9550
"5489",57.253616,9.629162,2008-07-26,9492
"5490",57.19298,9.67518,1999-06-16,9490
"5491",55.053978,10.591256,1994-05-20,5700
"5492",54.83658,11.146407,1997-08-06,4900
"5493",55.447437,12.1639185,2000-02-02,4600
"5494",55.49239,9.437218,1996-03-28,6000
"5495",55.563366,11.164916,1999-08-31,4480
"5496",55.24109,11.764999,1999-08-09,4700
"5497",56.56438,9.683101,1995-06-09,8830
"5498",55.639507,8.489185,2021-04-22,6800
"5499",56.833065,8.345575,1994-07-19,7755
"5500",55.959984,11.437197,2018-07-24,4583
"5501",56.00048,12.540776,1993-05-28,3060
"5502",57.4018,9.983886,2023-02-03,9800
"5503",56.10668,10.097823,1994-12-08,8361
"5504",55.669006,12.510037,2002-06-10,2500
"5505",56.118793,9.953965,2018-05-22,8464
"5506",57.168915,9.727512,2021-01-22,9440
"5507",55.68617,12.465805,1995-04-06,2610
"5508",56.046497,8.11694,1994-09-26,6960
"5509",56.10745,8.118054,2011-07-12,6950
"5510",57.35451,9.939561,2007-04-19,9760
"5511",57.32096,10.506211,1995-09-06,9300
"5512",55.79374,12.44096,2020-10-07,2830
"5513",55.574074,9.432694,1997-10-01,6040
"5514",56.197453,8.780986,2005-05-16,7480
"5515",56.192017,10.1095085,2021-11-03,8381
"5516",55.030804,15.111921,2004-06-06,3730
"5517",55.70488,9.385613,1998-07-31,7182
"5518",55.836983,12.4150915,1999-06-14,3460
"5519",56.329334,10.379871,1999-01-21,8544
"5520",55.248398,10.459823,2017-11-16,5750
"5521",55.86448,8.177965,2003-09-04,6960
"5522",55.96071,11.851768,2023-08-17,3390
"5523",56.213688,10.481399,2004-02-28,8420
"5524",55.78929,12.536166,2014-01-22,2800
"5525",55.274586,8.865677,2023-02-02,6760
"5526",55.42131,9.151825,2008-01-24,6630
"5527",55.75661,9.955177,2008-03-14,7130
"5528",56.354492,8.655197,1997-12-19,7500
"5529",55.507393,9.891116,1999-05-04,5466
"5530",56.27288,9.666147,1995-08-21,8882
"5531",55.18968,14.996835,2005-12-27,3760
"5532",55.692417,12.527667,2010-05-03,2000
"5533",54.667343,11.366121,2012-05-26,4970
"5534",56.17662,10.194003,2024-08-16,8200
"5535",55.39429,10.373779,1997-02-11,5000
"5536",57.24926,10.54169,1999-01-05,9300
"5537",56.031136,12.601465,2013-05-02,3000
"5538",55.25448,9.4794855,1998-10-02,6100
"5539",55.95548,12.532413,1999-07-22,3050
"5540",55.109356,14.718516,2017-10-04,3700
"5541",55.2339,11.778471,2008-05-24,4700
"5542",57.06543,9.920944,1998-11-12,9400
"5543",55.346905,10.268808,2002-11-21,5250
"5544",55.21837,10.68624,2005-05-04,5853
"5545",56.05396,9.978609,1998-01-14,8660
"5546",56.95822,8.665069,2016-06-08,7700
"5547",56.302456,8.868057,2000-09-04,7490
"5548",55.712547,11.669861,2024-06-29,4300
"5549",55.70078,8.858093,2018-03-19,7200
"5550",56.006954,12.109964,1992-08-18,3200
"5551",56.4286,10.729869,2000-12-23,8586
"5552",55.559143,11.17341,2000-08-07,4480
"5553",55.34309,10.296848,1992-03-16,5250
"5554",56.19059,9.696402,2011-02-14,8600
"5555",56.59432,9.580139,2009-10-01,9632
"5556",55.292767,11.386235,2004-03-24,4261
"5557",55.967003,9.7153,2018-08-24,8752
"5558",55.65105,12.544166,2015-04-24,2450
"5559",55.66284,12.496157,2009-05-18,2500
"5560",56.479027,9.2279825,2002-09-05,8800
"5561",56.96442,10.15683,2002-10-13,9280
"5562",55.316208,11.962206,2018-11-07,4690
"5563",55.661095,11.762859,1994-05-09,4390
"5564",56.15192,10.193972,2006-07-31,8000
"5565",55.741116,12.415758,2014-11-12,2730
"5566",55.751682,11.320768,2006-04-10,4591
"5567",55.463917,9.55451,2009-05-06,6091
"5568",56.51231,9.332404,1996-02-13,8831
"5569",57.616245,10.436937,2020-06-28,9982
"5570",55.657993,12.509813,2017-03-06,2500
"5571",56.76237,8.734092,2002-06-12,7980
"5572",55.36056,9.491324,2018-10-25,6070
"5573",55.755135,8.366477,2005-12-15,6830
"5574",55.741177,12.524469,2002-07-20,2820
"5575",56.123318,10.140804,1992-05-04,8260
"5576",55.65213,12.545034,2005-10-07,2450
"5577",55.10187,9.524245,2005-10-25,6200
"5578",56.953133,8.592747,2023-12-15,7700
"5579",56.6712,10.031996,1998-09-01,9550
"5580",55.351864,8.744938,1992-12-03,6760
"5581",57.34602,9.692702,2018-06-13,9480
"5582",55.754436,12.312125,1998-02-11,2760
"5583",55.254498,9.451828,2005-10-24,6100
"5584",55.823933,12.024416,2002-04-16,3630
"5585",54.98801,9.874143,2003-02-18,6430
"5586",55.654327,12.613485,1995-09-20,2300
"5587",56.146347,10.1954365,1997-02-21,8000
"5588",55.665787,12.575653,2013-08-22,2300
"5589",54.776768,11.937335,1999-08-04,4800
"5590",55.94323,9.676335,2012-01-30,8740
"5591",55.75512,12.236257,2012-04-17,3670
"5592",56.722607,10.119142,1997-06-09,9560
"5593",57.271423,9.900517,1999-01-15,9700
"5594",55.685406,11.067345,2001-10-26,4400
"5595",56.17332,10.20176,2015-05-30,8200
"5596",55.931385,12.306096,1998-05-04,3400
"5597",55.653168,11.924157,2000-08-21,4060
"5598",55.392563,10.373907,2009-10-29,5000
"5599",55.839893,9.211242,2006-05-24,7323
"5600",55.325287,11.164643,1996-07-08,4220
"5601",54.80212,11.877443,2008-09-18,4800
"5602",55.933117,11.518319,2016-06-30,4500
"5603",56.459064,9.382459,2017-09-25,8800
"5604",54.752247,11.370241,2024-04-23,4930
"5605",55.00292,11.976976,1997-10-20,4760
"5606",55.625664,12.569745,2020-02-24,2300
"5607",55.62172,11.492296,1993-09-10,4440
"5608",55.516632,11.862241,2000-04-12,4174
"5609",55.452427,12.168672,2004-07-26,4600
"5610",56.147427,10.195835,2001-08-15,8000
"5611",57.043518,9.9215,2006-02-10,9000
"5612",55.280277,10.103621,2008-03-03,5620
"5613",56.11037,8.117458,2002-08-25,6950
"5614",57.294273,10.928484,2014-01-08,9940
"5615",55.655834,12.194766,2017-08-25,2640
"5616",55.549644,8.16589,2016-08-15,6857
"5617",55.68963,12.487656,2018-05-13,2720
"5618",55.6527,12.543979,2013-07-29,2450
"5619",55.906124,11.552937,2001-10-12,4573
"5620",56.27521,10.310553,2018-02-12,8541
"5621",55.474655,11.183244,2020-03-19,4200
"5622",55.53804,10.291127,2008-09-01,5450
"5623",55.6292,12.617711,2011-08-10,2770
"5624",54.663006,11.947874,2007-12-19,4873
"5625",55.655273,12.566301,2019-11-06,2300
"5626",55.257202,11.269587,2007-08-16,4230
"5627",55.587654,11.660741,2004-12-20,4350
"5628",57.031506,9.942432,2006-03-17,9000
"5629",56.3218,8.136107,2003-12-08,6990
"5630",56.29955,9.9262295,1994-04-08,8450
"5631",55.63311,12.013472,2003-05-20,4000
"5632",55.47285,9.903177,2001-08-13,5580
"5633",55.084076,10.725375,1993-03-25,5881
"5634",56.239155,10.276295,1995-08-24,8530
"5635",55.233307,8.86558,2012-06-29,6760
"5636",56.193058,10.226741,1999-02-16,8240
"5637",55.4183,11.333864,2023-09-18,4200
"5638",55.938717,9.122887,2013-04-04,7330
"5639",55.683914,12.489092,2014-11-27,2720
"5640",56.66447,9.767773,2001-07-06,9500
"5641",55.311012,8.82722,2005-12-04,6760
"5642",55.6946,12.482937,1997-05-23,2720
"5643",57.34228,10.23062,2005-09-05,9750
"5644",55.768906,12.096561,2019-10-28,4040
"5645",55.379402,9.5461235,2022-07-12,6094
"5646",54.891254,12.073759,2002-06-09,4850
"5647",55.657322,12.47955,1998-07-01,2500
"5648",55.386948,10.374912,1996-06-27,5000
"5649",55.172256,11.667899,2002-03-20,4736
"5650",56.415943,9.500938,1996-08-04,8800
"5651",55.824673,11.409093,2011-03-22,4540
"5652",54.76852,11.8517065,1996-11-01,4800
"5653",57.480152,9.805229,2011-01-13,9800
"5654",55.65823,12.619425,2006-07-18,2300
"5655",55.406494,10.400792,1992-03-18,5000
"5656",55.63761,12.045102,2019-05-14,4000
"5657",56.125465,9.138254,2003-09-19,7430
"5658",55.579517,9.768113,1998-08-25,7000
"5659",56.089745,8.6308775,1995-07-19,6920
"5660",56.61856,9.284082,2002-11-20,7840
"5661",55.787636,12.14117,2022-04-02,3650
"5662",55.90868,12.144869,2016-04-11,3320
"5663",56.01174,12.050112,2014-02-04,3300
"5664",55.65201,8.540042,2000-10-31,6800
"5665",57.595882,10.414929,2014-09-05,9982
"5666",56.053368,10.203937,1996-02-19,8330
"5667",55.682114,11.1038065,1992-02-14,4400
"5668",55.62684,12.392058,2010-08-11,2665
"5669",56.005135,12.062971,1992-04-10,3300
"5670",55.391052,10.392507,1996-04-16,5000
"5671",55.1356,9.07937,2008-01-15,6535
"5672",56.59601,8.788552,1996-03-30,7860
"5673",55.56894,9.729005,2006-09-09,7000
"5674",55.688915,12.511938,2008-02-25,2000
"5675",54.97741,11.985138,2000-08-09,4760
"5676",55.66952,11.986576,2024-02-29,4000
"5677",55.809067,12.394089,2021-05-04,3520
"5678",56.137985,10.18881,1998-01-16,8000
"5679",55.41818,12.138539,1992-04-07,4681
"5680",55.538902,12.228185,1994-05-27,2680
"5681",55.590275,11.790318,1996-07-25,4340
"5682",56.109802,10.186795,2007-11-02,8270
"5683",55.53259,11.218682,2021-10-14,4281
"5684",56.211967,9.010137,2012-01-06,7451
"5685",57.040493,9.940188,1994-10-21,9000
"5686",54.79054,11.677741,2003-09-16,4990
"5687",56.12291,8.686851,2005-10-24,6920
"5688",56.33869,10.376548,1998-07-01,8544
"5689",55.496567,12.178477,2005-03-15,4600
"5690",56.286407,8.618639,2008-08-28,7500
"5691",56.164093,10.200877,2015-01-09,8000
"5692",55.43482,10.373397,1998-05-11,5270
"5693",55.113106,8.551077,2011-12-25,6792
"5694",55.703102,12.444335,2020-06-09,2610
"5695",55.233864,10.472593,2017-08-30,5750
"5696",55.700775,12.586308,1999-08-19,2100
"5697",55.200027,9.198969,1998-10-26,6541
"5698",55.82538,12.430609,2011-08-01,3460
"5699",55.73713,12.535751,2016-02-25,2900
"5700",56.19564,10.677726,2019-07-08,8400
"5701",55.65672,12.518557,2012-01-20,2500
"5702",57.232056,9.554484,2010-06-09,9490
"5703",55.453094,10.659563,2001-07-25,5300
"5704",55.766697,9.703155,2006-11-30,8722
"5705",56.975033,9.640182,2012-10-22,9240
"5706",57.367493,10.211944,1999-09-03,9830
"5707",55.76423,9.701295,1993-02-26,8722
"5708",55.59984,11.698686,1993-03-11,4340
"5709",55.66743,12.496445,2010-07-28,2500
"5710",56.7327,9.842795,2006-07-20,9500
"5711",56.011353,9.846033,2020-09-28,8660
"5712",55.559982,11.471659,2013-11-06,4293
"5713",55.979553,8.761174,1996-03-15,6933
"5714",55.362373,11.385954,2005-05-23,4200
"5715",55.47964,8.909877,2008-06-07,6670
"5716",55.74773,12.5608015,2015-04-04,2920
"5717",57.097507,9.52472,2021-12-15,9460
"5718",55.70729,12.586236,2017-12-14,2100
"5719",55.697094,9.500796,2008-06-04,7100
"5720",56.392174,9.794505,1997-12-05,8860
"5721",56.19616,8.768653,1997-06-01,7480
"5722",55.888744,12.499773,2000-03-27,2970
"5723",55.547203,8.722486,2007-01-22,6818
"5724",57.615475,10.435353,2018-11-25,9982
"5725",55.063282,10.622222,1997-12-29,5700
"5726",55.2865,10.383063,2007-08-06,5792
"5727",57.26567,9.956355,2019-03-21,9700
"5728",55.09138,10.6914015,1999-10-25,5881
"5729",55.007328,10.468763,1998-02-10,5700
"5730",57.571777,9.966678,2021-04-25,9850
"5731",54.66605,11.444329,2008-05-10,4970
"5732",55.410522,11.785005,2002-12-02,4100
"5733",55.59637,12.578047,2015-10-20,2770
"5734",55.152206,8.743888,2019-06-05,6780
"5735",55.686344,9.552852,2000-02-09,7100
"5736",54.57659,11.932065,2007-04-30,4874
"5737",56.011223,12.198286,1993-10-28,3200
"5738",55.976776,10.130862,2002-10-01,8300
"5739",56.988388,9.983162,1996-04-09,9260
"5740",56.10137,12.225656,1996-09-25,3250
"5741",55.525726,8.35095,2002-05-29,6710
"5742",55.03271,11.873365,2006-09-05,4760
"5743",54.80064,11.92703,2007-08-24,4800
"5744",56.765865,8.62236,2000-01-31,7960
"5745",55.707104,12.537122,2002-07-15,2400
"5746",55.620564,12.38485,2016-03-31,2665
"5747",56.145576,9.062701,1992-05-11,7400
"5748",56.878105,9.833631,2018-04-09,9530
"5749",55.751743,11.333465,2015-05-18,4591
"5750",56.440228,9.401978,2004-12-08,8800
"5751",55.729153,12.517314,2023-01-23,2860
"5752",55.7545,12.593521,2007-09-10,2920
"5753",55.80914,12.35988,2023-09-12,3520
"5754",55.840794,12.168639,2003-09-10,3550
"5755",56.00978,12.209076,2002-02-25,3200
"5756",55.319534,9.483935,2011-08-11,6070
"5757",57.43134,10.524063,2019-09-05,9900
"5758",56.189823,9.542097,2007-06-17,8600
"5759",55.96053,11.902555,2019-02-22,3390
"5760",56.615562,8.155101,2004-04-30,7673
"5761",54.583168,11.924233,2011-05-03,4874
"5762",55.783195,12.169738,2001-03-30,3650
"5763",57.125446,9.623629,2017-04-24,9460
"5764",54.717266,12.001633,2009-04-09,4872
"5765",57.228504,10.518,2004-04-28,9300
"5766",55.885704,12.198246,2015-12-29,3330
"5767",55.665432,12.387138,2006-06-12,2600
"5768",55.90977,8.516263,2004-08-06,6880
"5769",56.645382,8.813296,1994-04-21,7860
"5770",57.566643,10.1096525,2021-12-22,9800
"5771",55.782906,12.498641,1997-05-14,2800
"5772",56.942665,8.377088,2003-02-28,7700
"5773",57.4994,9.844474,2000-01-27,9800
"5774",55.868034,9.842474,2007-11-01,8700
"5775",55.571915,9.75358,2021-07-05,7000
"5776",55.417118,10.324496,2011-08-02,5210
"5777",55.67197,12.511992,2014-07-25,2000
"5778",55.533047,11.499902,1994-10-25,4293
"5779",56.311806,9.587526,2004-07-04,8643
"5780",55.820652,12.393253,2022-11-22,3520
"5781",56.097897,9.204518,2024-10-14,7430
"5782",55.817776,8.214466,1996-08-06,6830
"5783",55.522198,8.783162,2008-08-12,6740
"5784",55.766346,10.014712,2006-09-13,7130
"5785",55.833866,12.080022,1993-11-25,3600
"5786",56.630108,9.803416,2017-04-05,9500
"5787",57.002422,10.303376,2023-01-05,9370
"5788",54.79326,11.870797,2015-08-13,4800
"5789",56.43604,9.3750925,2006-01-27,8800
"5790",57.49322,10.493081,1996-09-26,9970
"5791",55.516342,11.295121,2019-04-23,4270
"5792",55.77779,12.386961,1997-06-03,3500
"5793",55.933308,12.038463,2012-06-21,3300
"5794",55.498512,9.73222,2018-06-29,5500
"5795",55.990635,11.90288,1998-02-18,3390
"5796",57.144333,9.355973,2020-08-18,9690
"5797",54.932056,11.978562,2003-05-02,4850
"5798",56.15637,10.176733,2019-09-04,8000
"5799",56.093693,8.856072,2008-05-21,7400
"5800",55.634373,12.072483,2003-10-24,4000
"5801",55.824795,12.075855,1993-04-27,3600
"5802",55.87552,9.825674,2001-11-14,8700
"5803",55.436054,10.351093,2000-12-22,5270
"5804",57.73093,10.543141,2005-09-09,9990
"5805",55.201603,11.511167,2023-07-30,4243
