nr,longitude,latitude
7960,8.56443606,56.76132134
7970,8.63946767,56.73993747
7980,8.72666914,56.74842812
7990,8.70032858,56.68763915
8000,10.27802097,56.15051496
8200,10.15922351,56.20167527
8210,10.15819911,56.17162148
8220,10.06788413,56.15788265
8230,10.1605019,56.15196052
8240,10.24680782,56.18719668
8250,10.29989608,56.22214938
8260,10.13778473,56.12635244
8270,10.28961018,56.09903701
8300,10.24464778,55.92457284
8305,10.68434089,55.91180366
8310,10.13924601,56.09423322
8320,10.15312251,56.0658713
8330,10.24584275,56.06302044
8340,10.2151148,56.02634501
8350,10.05739341,55.90552571
8355,10.0866212,56.03661436
8361,10.08245179,56.10123046
8362,10.0135704,56.09369625
8370,10.0289852,56.33866468
8380,10.16086107,56.27022295
8381,10.09750556,56.18928869
8382,10.06719333,56.25949156
8400,10.82632626,56.14931257
8410,10.48173371,56.30328793
8420,10.45208963,56.15222183
8444,11.11035786,56.20496905
8450,9.8817943,56.26356721
8462,9.99991491,56.14059283
8464,9.91179535,56.17800104
8471,10.01547147,56.21127538
8472,9.83610781,56.20907595
8500,11.08217337,56.43069147
8520,10.22716475,56.24438884
8530,10.20502083,56.29464717
8541,10.36793908,56.26151082
8543,10.29717181,56.33260256
8544,10.38246065,56.35508218
8550,10.50027849,56.38481233
8560,10.61106988,56.34682936
8570,10.74217288,56.36287517
8581,10.53988094,56.42793946
8585,10.64766235,56.58757292
8586,10.62703709,56.44956016
8592,11.49010919,56.77566641
8600,9.4900253,56.17147071
8620,9.39095532,56.2882506
8632,9.55711799,56.24319222
8641,9.77449496,56.17906349
8643,9.6247327,56.28777753
8653,9.55044283,56.08668443
8654,9.47060993,56.02488921
8660,9.89235588,56.02388208
8670,9.79899795,56.14838747
8680,9.71786836,56.08481116
8700,9.89301425,55.86597915
8721,9.70789065,55.72499013
8722,9.71130088,55.76508387
8723,9.69416947,55.81385497
8732,9.98616441,55.95626604
8740,9.59236493,55.96052136
8751,9.86197889,55.93439431
8752,9.75712583,55.96885636
8762,9.66642959,55.89442946
8763,9.6137501,55.87835123
8765,9.48555987,55.92463273
8766,9.41496508,55.96381394
8781,9.80232769,55.79039351
8783,9.85180061,55.76234096
8789,10.30820541,55.75329623
8799,10.44454187,55.9486075
8800,9.36897659,56.41681148
8830,9.60208409,56.49762699
8831,9.32656972,56.51759246
8832,9.35963562,56.59071095
8840,9.50444327,56.35360504
8850,9.64257403,56.36051392
8860,9.78710533,56.3800683
8870,9.90941177,56.3806496
8881,9.79439741,56.3103006
8882,9.70492587,56.27196318
8883,9.73984728,56.22223999
8900,10.0331817,56.46401254
8920,9.88044731,56.48050883
8930,10.1724293,56.50265825
8940,10.01231946,56.41476356
8950,10.32882868,56.53413791
8960,10.17671406,56.42912946
8961,10.49037138,56.49705855
8963,10.38424574,56.42921057
8970,10.26167957,56.6517573
8981,10.0192493,56.54082727
8983,10.10165114,56.58244324
8990,9.84538694,56.55632319
9000,9.8350492,57.05171431
9200,9.86220561,57.00928951
9210,9.93295578,56.9991663
9220,10.00949733,57.05425152
9230,9.86815189,56.9647583
9240,9.57985536,56.94881207
9260,10.01379029,56.93195612
9270,10.05559807,57.01911272
9280,10.27569023,56.91678716
9293,10.1135906,56.89578273
9300,10.57327556,57.2843629
9310,10.09257652,57.09538719
9320,10.13790859,57.17870119
9330,10.31020366,57.21127809
9340,10.44405468,57.13326579
9352,10.32334518,57.28497909
9362,10.1977671,57.05355839
9370,10.65368838,56.96384115
9380,9.97550463,57.12732919
9381,9.99174315,57.16265215
9382,9.9350316,57.20308117
9400,9.92809079,57.08119416
9430,9.8563612,57.11542161
9440,9.76743314,57.16282327
9460,9.5353613,57.10716869
9480,9.65510765,57.38233116
9490,9.65450533,57.20322545
9492,9.57722094,57.25739854
9493,9.69608315,57.26602114
9500,9.77366901,56.6528756
9510,9.94260419,56.76264148
9520,9.92696601,56.84944104
9530,9.80945918,56.89267972
9541,9.68119202,56.84292865
9550,10.0220988,56.63765951
9560,10.41645939,56.77688954
9574,10.12654857,56.8298458
9575,10.04422607,56.81450196
9600,9.49610809,56.80003403
9610,9.63042311,56.74794316
9620,9.4967184,56.69297871
9631,9.36542938,56.69090841
9632,9.50805968,56.6088695
9640,9.27748567,56.77310507
9670,9.30949603,56.95819912
9681,9.12839085,56.89861349
9690,9.20878724,57.12742277
9700,9.88277134,57.28432949
9740,10.11084423,57.29699349
9750,10.27081316,57.34034984
9760,9.87742317,57.37190853
9800,9.2956345,57.70230652
9830,10.14317436,57.37825187
9850,9.71496643,57.94281241
9870,10.24075136,57.4674892
9881,10.23668023,57.57139797
9900,10.72500277,57.52270103
9940,11.14575743,57.18887848
9970,10.52915912,57.51074154
9981,10.43874206,57.53549926
9982,10.40473272,57.60572774
9990,10.48570715,57.85540126
