nr,longitude,latitude
1250,12.58975823,55.68202801
1251,12.59498748,55.67960602
1252,12.59617117,55.68145466
1253,12.59699341,55.6847672
1254,12.59034599,55.68100155
1255,12.58863161,55.68116853
1256,12.59417151,55.68579757
1257,12.59278982,55.68446372
1259,12.6154165,55.70489621
1260,12.59008573,55.68378904
1261,12.58694628,55.68191836
1263,12.59622407,55.68876737
1264,12.58756966,55.68424184
1265,12.58943983,55.68485743
1266,12.59098837,55.68789729
1267,12.5903806,55.68828183
1268,12.59030867,55.68881006
1270,12.5908799,55.68984032
1271,12.58981807,55.68924322
1300,12.58427444,55.68266571
1301,12.58587955,55.68334448
1302,12.58409674,55.68448319
1303,12.58837636,55.68594749
1304,12.58306965,55.68333481
1306,12.58135321,55.68430724
1307,12.57998797,55.68643425
1308,12.58479357,55.6865329
1309,12.58342163,55.68721135
1310,12.59029867,55.68593955
1311,12.58380631,55.68811515
1312,12.58583966,55.68763774
1313,12.58894598,55.68703948
1314,12.58633595,55.68750826
1315,12.58791833,55.68763127
1316,12.58282835,55.68830711
1317,12.58191343,55.68896717
1318,12.58478262,55.68846582
1319,12.58712218,55.68802871
1320,12.58748743,55.68846691
1321,12.5895451,55.68791672
1322,12.58942362,55.68835925
1323,12.58573703,55.68966625
1324,12.58712585,55.68930756
1325,12.58847527,55.68932439
1326,12.58839238,55.68962824
1327,12.58723576,55.69037471
1328,12.58836924,55.68991619
1329,12.58464108,55.68914774
1350,12.57590522,55.68659617
1352,12.57310725,55.68939296
1353,12.57119575,55.68704697
1354,12.57096165,55.68980117
1355,12.5712291,55.68871643
1356,12.56804206,55.6871711
1357,12.56795624,55.68858347
1358,12.56695637,55.68056747
1359,12.56421074,55.68365009
1360,12.56656367,55.6856827
1361,12.56876693,55.68296065
1362,12.56993139,55.68488443
1363,12.56557099,55.68513437
1364,12.56643374,55.68207564
1365,12.56444325,55.68208169
1366,12.56325243,55.68207959
1367,12.56359571,55.68310746
1368,12.56378826,55.68138249
1369,12.55953017,55.68214443
1370,12.56346092,55.68484818
1371,12.56404534,55.68594651
1400,12.59681168,55.67038519
1401,12.59566443,55.67729107
1402,12.58542262,55.67280147
1403,12.5941033,55.67539344
1406,12.59344137,55.67493602
1407,12.59549054,55.67360101
1408,12.59088619,55.67363421
1409,12.58767981,55.67355505
1410,12.59114295,55.67196294
1411,12.58304583,55.6706881
1412,12.58609487,55.67059202
1413,12.58669684,55.67064899
1414,12.58974986,55.67225731
1415,12.59499761,55.67444226
1416,12.59424032,55.67286214
1417,12.59236256,55.67274948
1418,12.59016855,55.67133117
1419,12.58895097,55.67053449
1420,12.59000159,55.67073872
1421,12.58811181,55.67028252
1422,12.60083,55.67583778
1423,12.59282667,55.67073581
1424,12.59220558,55.66931315
1425,12.59425877,55.67184012
1426,12.59670167,55.67223173
1427,12.59740604,55.67501129
1428,12.59745699,55.67551144
1429,12.59825398,55.67527963
1430,12.59864182,55.67701184
1432,12.61655877,55.69425974
1433,12.72430087,55.72946145
1434,12.60345664,55.68032633
1435,12.60607236,55.6803494
1436,12.6035624,55.6760139
1437,12.60755523,55.6822005
1438,12.60018111,55.68254869
1439,12.60639558,55.68671916
1440,12.60137342,55.67308696
1441,12.6128732,55.67992992
1450,12.57305928,55.67728132
1451,12.56919359,55.6800785
1452,12.56829492,55.67954104
1453,12.57080331,55.67990502
1454,12.56955821,55.67806442
1455,12.57032224,55.67883409
1456,12.56925402,55.67731979
1457,12.57191269,55.67821919
1458,12.57201105,55.67697626
1459,12.57180355,55.67753312
1460,12.57083548,55.67662509
1461,12.57298975,55.67681948
1462,12.57177767,55.6762414
1463,12.57219443,55.67572208
1464,12.5726221,55.67644962
1465,12.57342745,55.67606578
1466,12.57412316,55.67686347
1467,12.57413846,55.67607304
1468,12.57336739,55.67552423
1470,12.57386014,55.67506238
1471,12.57499967,55.67431551
1472,12.57632308,55.67368537
1473,12.57834447,55.67232734
1550,12.56794358,55.67630637
1551,12.56484383,55.67922359
1552,12.57367758,55.67433051
1553,12.56908785,55.67455675
1554,12.56487951,55.67705334
1555,12.57512169,55.674964
1556,12.5735107,55.67354201
1557,12.57487219,55.6731643
1558,12.57714319,55.67189966
1559,12.57764517,55.67150035
1560,12.57076138,55.66666733
1561,12.56237688,55.66088444
1562,12.57484744,55.67042671
1563,12.57359465,55.67081742
1564,12.57621894,55.67242943
1567,12.57132645,55.67019634
1568,12.57277693,55.66908712
1569,12.57067539,55.67128988
1570,12.56449889,55.67358392
1571,12.57232129,55.67075323
1572,12.5730003,55.671606
1573,12.57409664,55.67173669
1574,12.57217128,55.67158961
1575,12.57057649,55.67200881
1576,12.56944432,55.67113694
1577,12.56800721,55.66901439
1600,12.56258051,55.67988681
1601,12.55937917,55.67877817
1602,12.5612736,55.67873082
1603,12.56222843,55.67925094
1604,12.5613943,55.67743294
1605,12.56106245,55.67602364
1606,12.56232778,55.67806697
1607,12.56377805,55.67858553
1608,12.56532316,55.67611495
1609,12.56377996,55.67579789
1610,12.55768339,55.67457821
1611,12.56362751,55.67518232
1612,12.56267131,55.67560841
1613,12.56162653,55.67452629
1614,12.56065848,55.67414128
1615,12.55909001,55.67390932
1616,12.55710699,55.67309834
1617,12.55457903,55.67294594
1618,12.55126144,55.67382242
1619,12.55017806,55.67376086
1620,12.55913327,55.67264298
1621,12.54769433,55.67293333
1622,12.54658832,55.67245693
1623,12.54526736,55.67193979
1624,12.54598034,55.67212888
1631,12.55548923,55.6825235
